title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro
全栈工程师,成都,10-15K,样例企业4083,智能制造,100-499人,国企,J-FS-001-04083,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,杭州,11-16K,样例企业4084,智能制造,1000-9999人,上市公司,J-QA-001-04084,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,杭州,12-17K,样例企业4085,智能制造,100-499人,国企,J-QD-001-04085,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,西安,13-18K,样例企业4086,互联网,500-999人,民营,J-DA-001-04086,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业4087,智能制造,500-999人,上市公司,J-DE-001-04087,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业4088,互联网,1000-9999人,国企,J-DPM-001-04088,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业4089,教育科技,100-499人,上市公司,J-AI-001-04089,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业4090,信息化服务,500-999人,上市公司,J-OPS-001-04090,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,杭州,12-17K,样例企业4091,教育科技,100-499人,上市公司,J-UI-001-04091,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,上海,13-18K,样例企业4092,教育科技,100-499人,国企,J-PM-001-04092,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,北京,8-13K,样例企业4093,互联网,100-499人,国企,J-FE-001-04093,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,成都,9-14K,样例企业4094,金融科技,500-999人,民营,J-BE-001-04094,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,深圳,10-15K,样例企业4095,互联网,100-499人,民营,J-FS-001-04095,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,上海,11-16K,样例企业4096,智能制造,100-499人,上市公司,J-QA-001-04096,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业4097,互联网,500-999人,民营,J-QD-001-04097,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,成都,13-18K,样例企业4098,信息化服务,500-999人,上市公司,J-DA-001-04098,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,杭州,8-13K,样例企业4099,金融科技,1000-9999人,国企,J-DE-001-04099,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业4100,金融科技,100-499人,国企,J-DPM-001-04100,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,北京,10-15K,样例企业4101,互联网,1000-9999人,上市公司,J-AI-001-04101,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业4102,互联网,100-499人,上市公司,J-OPS-001-04102,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,西安,12-17K,样例企业4103,金融科技,1000-9999人,国企,J-UI-001-04103,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,上海,13-18K,样例企业4104,信息化服务,1000-9999人,上市公司,J-PM-001-04104,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,上海,8-13K,样例企业4105,智能制造,1000-9999人,上市公司,J-FE-001-04105,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业4106,互联网,1000-9999人,国企,J-BE-001-04106,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,杭州,10-15K,样例企业4107,互联网,500-999人,民营,J-FS-001-04107,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,成都,11-16K,样例企业4108,互联网,100-499人,民营,J-QA-001-04108,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,西安,12-17K,样例企业4109,教育科技,1000-9999人,上市公司,J-QD-001-04109,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业4110,互联网,500-999人,国企,J-DA-001-04110,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,上海,8-13K,样例企业4111,金融科技,500-999人,民营,J-DE-001-04111,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业4112,金融科技,100-499人,上市公司,J-DPM-001-04112,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,上海,10-15K,样例企业4113,教育科技,100-499人,国企,J-AI-001-04113,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,杭州,11-16K,样例企业4114,互联网,500-999人,上市公司,J-OPS-001-04114,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,西安,12-17K,样例企业4115,智能制造,100-499人,国企,J-UI-001-04115,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业4116,金融科技,100-499人,民营,J-PM-001-04116,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业4117,互联网,1000-9999人,国企,J-FE-001-04117,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
